FullNameCache,Country,Locality,Latitude,Longitude,CollectionDateBegin,outlier_detected,outlier_status,outlier_confidence,outlier_severity,outlier_score,outlier_primary_detector,outlier_primary_field,outlier_model_count,llm_flagged,outlier_reason,outlier_summary
Centaurea thuillieri (Dostál) J.Duvign. & Lambinon,Germany,"Germany: Rheinland-Pfalz. Großlangenfeld, E Heltenbachermühle, S Ihrenbachtal nahe Wegekreuzung, TK 5703/3. Wegrand. Alt.: 425 m. 02.08.2013, Leg.: R. Hand & S. Caspari 6253.",50.223609924316406,6.239170074462891,2013-08-02,True,fuzzy,8,info,0.0752942397023632,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.239170074462891 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Centaurea nigra subsp. nemoralis (Jord.) Gremli,Germany,"Germany: Rheinland-Pfalz. Winterspelt, Winterspelter Bachtal W Ourberg, Waldwegrand ESE Auel, TK 5703/3. trockener Waldrand. Alt.: 373 m. 02.08.2013, Leg.: R. Hand 6252.",50.211669921875,6.181940078735352,2013-08-02,True,fuzzy,8,info,0.0756150224243212,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.181940078735352 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Centaurea nigra subsp. nemoralis (Jord.) Gremli,Germany,"Germany: Rheinland-Pfalz. Winterspelt, Winterspelter Bachtal W Ourberg, Waldwegrand ESE Auel, TK 5703/3. trockener Waldrand. Alt.: 373 m. 02.08.2013, Leg.: R. Hand 6252.",50.211669921875,6.181940078735352,2013-08-02,True,fuzzy,8,info,0.0756150224243212,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.181940078735352 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Centaurea nigra subsp. nemoralis (Jord.) Gremli,Germany,"Germany: Rheinland-Pfalz. Winterspelt, Winterspelter Bachtal W Ourberg, Waldwegrand ESE Auel, TK 5703/3. trockener Waldrand. Alt.: 373 m. 02.08.2013, Leg.: R. Hand 6252.",50.211669921875,6.181940078735352,2013-08-02,True,fuzzy,8,info,0.0756150224243212,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.181940078735352 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Crataegus macrocarpa Hegetschw.,Germany,"Germany: Rheinland-Pfalz. Winterspelt, W Dorf, am Weg ins Frehlenbachtal SSE Wallmerath, TK 5703/3. in einer ""natürlichen"" Hecke, nur 1 Exemplar. Alt.: 507 m. 02.08.2013, Leg.: R. Hand 6249.",50.21221923828125,6.206940174102783,2013-08-02,True,fuzzy,8,info,0.07547489313479,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.206940174102783 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Rosa corymbifera Borkh.,Germany,"Germany: Rheinland-Pfalz. Großlangenfeld, E Heltenbachermühle, S Ihrenbachtal nahe Wegekreuzung, TK 5703/3. Wiesenhang mit einzelnen Büschen. Alt.: 413 m. 02.08.2013, Leg.: R. Hand & S. Caspari 6255.",50.22444915771485,6.239999771118164,2013-08-02,True,fuzzy,8,info,0.0752895891279905,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.239999771118164 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Rosa canina L.,Germany,"Germany: Rheinland-Pfalz. Großlangenfeld, ca. 600 m ENE Heltenbachermühle, zw. Ihrenbach und ehem. Bahndamm, TK 5703/3. an Wiesenhang. Alt.: 415 m. 02.08.2013, Leg.: R. Hand & S. Caspari 6256.",50.22417068481445,6.241109848022461,2013-08-02,True,fuzzy,8,info,0.0752833669802092,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.241109848022461 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Rosa subcollina (H.Christ) Vuk.,Germany,"Germany: Rheinland-Pfalz. Winterspelt, W Dorf, am Weg ins Frehlenbachtal SSE Wallmerath, TK 5703/3. in einer ""natürlichen"" Hecke, nur 1 Exemplar. Alt.: 507 m. 02.08.2013, Leg.: R. Hand 6248.",50.21221923828125,6.206940174102783,2013-08-02,True,fuzzy,8,info,0.07547489313479,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.206940174102783 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Hypericum desetangsii Lamotte,Germany,"Germany: Rheinland-Pfalz. Winterspelt, Winterspelter Bachtal W Ourberg, Waldwegrand E Auel, auf Grenze zu Belgien, TK 5703/3. trockener Waldrand. Alt.: 367 m. 02.08.2013, Leg.: R. Hand 6251.",50.21305084228516,6.180280208587647,2013-08-02,True,fuzzy,8,info,0.0756243262458104,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.180280208587647 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Hypericum desetangsii Lamotte,Germany,"Germany: Rheinland-Pfalz. Winterspelt, Winterspelter Bachtal W Ourberg, Waldwegrand E Auel, auf Grenze zu Belgien, TK 5703/3. trockener Waldrand. Alt.: 367 m. 02.08.2013, Leg.: R. Hand 6251.",50.21305084228516,6.180280208587647,2013-08-02,True,fuzzy,8,info,0.0756243262458104,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.180280208587647 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
