HerbariumID,Bild,DB,Family,FullNameCache,Anmerkungen,Sammlerteam,Sammelnummer,CollectionDateBegin,CollectionDateEnd,Country,Locality,TitelEtikett,Expeditionsangabe,ShowOnMap,Latitude,Longitude,FundortUNdOeko,NameCache,Genus,Identifier,Barcode,StableURI
JACQID1060381,,JACQ,ROSACEAE,Alchemilla L.,MTB: 7043/1,"Willing,R. & Willing,E.",1817 D,1995-08-03,,Germany,"Bayern, 0,5 km NW Rettenbach",,,https://www.openstreetmap.org/?mlat=48.975&mlon=12.85#map=15/48.975/12.85,48.974998474121094,12.850000381469728,,Alchemilla,Alchemilla,E.Willing,JACQ-ID 1060381,https://herbarium.bgbm.org/object/JACQID1060381
B101172345,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101172345/manifest.json,JACQ,CYPERACEAE,Carex remota L.,PRN2021-013; MTB: 4241/1/4/1; GK rechts/hoch: 4538155/5736502,"Willing,E.",31124 D,2020-06-24,,Germany,LK Wittenberg; SW Uthausen,,,https://www.openstreetmap.org/?mlat=51.7617&mlon=12.5519#map=15/51.7617/12.5519,51.76166915893555,12.551939964294434,,Carex remota,Carex,E.Willing,B 10 1172345,https://herbarium.bgbm.org/object/B101172345
B101186065,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101186065/manifest.json,JACQ,CRASSULACEAE,Kalanchoë lateritia Engl.,Gartenherbar,Anonymous collector,K.120A,1968,,Germany,Cultivated in Botanic Garden Berlin; provided by: Botan. Garten St. Andrews; originally collected: unknown,,,,,,,Kalanchoë lateritia,Kalanchoë,E. Raadts (B) 1976,B 10 1186065,https://herbarium.bgbm.org/object/B101186065
B100586619,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100586619/manifest.json,JACQ,ROSACEAE,Potentilla erecta (L.) Raeusch.,MTB: 4431,"Willing,R. & Willing,E.",29379 D,2014-08-12,,Germany,"Sachsen-Anhalt, SW Schwenda",,,https://www.openstreetmap.org/?mlat=51.5567&mlon=10.9925#map=15/51.5567/10.9925,51.556671142578125,10.99250030517578,,Potentilla erecta,Potentilla,E.Willing,B 10 0586619,https://herbarium.bgbm.org/object/B100586619
JACQID1080884,,JACQ,ASTERACEAE,Pulicaria vulgaris Gaertn.,MTB: 4140/1/2/1,"Willing,R. & Willing,E.",27477 D,2011-09-06,,Germany,"Sachsen-Anhalt, O Klieken",,,https://www.openstreetmap.org/?mlat=51.8922&mlon=12.3936#map=15/51.8922/12.3936,51.89221954345703,12.393610000610352,,Pulicaria vulgaris,Pulicaria,E.Willing,JACQ-ID 1080884,https://herbarium.bgbm.org/object/JACQID1080884
BW07040010,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/BW07040010/manifest.json,BGBM,POLYGONACEAE,Rumex divaricatus L.,,,,,,Germany,Germany.,,,,,,Germany.,Rumex divaricatus,Rumex,,B -W 07040 -01 0,https://herbarium.bgbm.org/object/BW07040010
B101199649,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101199649/manifest.json,HERB,BERBERIDACEAE,Epimedium grandiflorum Morren,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",[O. Hoffmann],,1879-05-17,1879-05-17,Germany,"Germany: Berlin. cult. H. B. 1879-05-17, Leg.: [O. Hoffmann].",,,,,,,Epimedium grandiflorum Morren,Epimedium,W. T. Stearn,B 10 1199649,http://herbarium.bgbm.org/object/B101199649
B101334910,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101334910/manifest.json,JACQ,ASTERACEAE,Petasites spurius (Retz.) Rchb.,Herbar Leithner; ex Herb. Zoolog.-Botan. Ges. Wien (W),"Schäde,J.",s.n.,1853-05-13,,Germany,Wrietzen [=Wriezen],,,,,,,Petasites spurius,Petasites,orig.,B 10 1334910,https://herbarium.bgbm.org/object/B101334910
B101196808,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101196808/manifest.json,HERB,BETULACEAE,Betula nana,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",F. Plettke,,1902-07-30,1902-07-30,Germany,"Germany: Niedersachsen. Schafwedel b. Bodenteich, im Moor westl. v. Orte. 1902-07-30, Leg.: F. Plettke.",,,https://www.openstreetmap.org/?mlat=52.831&mlon=10.7235#map=15/52.831/10.7235,52.83098220825195,10.723514556884766,,Betula nana,Betula,,B 10 1196808,http://herbarium.bgbm.org/object/B101196808
B101194282,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101194282/manifest.json,HERB,indet.,Begonia dregei Otto & Dietr.,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",,,1839-07-07,1839-07-07,Germany,Germany: Berlin. ex horto bot. Berol. [Wildherkunft: Ex Africa australis]. 1839-07-07.,,,,,,,Begonia dregei Otto & Dietr.,Begonia,,B 10 1194282,http://herbarium.bgbm.org/object/B101194282
JACQID1067864,,JACQ,ORCHIDACEAE,Dactylorhiza fuchsii (Druce) Soó,MTB: 8527/3,"Willing,R. & Willing,E.",9549 D,1999-08-12,,Germany,"Bayern, Riedbergpaß",,,https://www.openstreetmap.org/?mlat=47.4372&mlon=10.1767#map=15/47.4372/10.1767,47.43722152709961,10.17667007446289,,Dactylorhiza fuchsii,Dactylorhiza,E.Willing,JACQ-ID 1067864,https://herbarium.bgbm.org/object/JACQID1067864
B101304879,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101304879/manifest.json,JACQ,ASTERACEAE,Tripleurospermum perforatum (Mérat) M. Laínz,PRN2024-003,"Willing,E. & Willing,R.",39299 D,2023-08-20,,Germany,"BLK, N Mannsdorf",,,https://www.openstreetmap.org/?mlat=51.0464&mlon=12.0706#map=15/51.0464/12.0706,51.046390533447266,12.070560455322266,,Tripleurospermum perforatum,Tripleurospermum,E. Willing,B 10 1304879,https://herbarium.bgbm.org/object/B101304879
B100586532,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100586532/manifest.json,JACQ,ASTERACEAE,Senecio jacobaea L.,MTB: 4533/2/4,"Willing,R. & Willing,E.",29280 D,2014-08-09,,Germany,"Sachsen-Anhalt, SO Sangershausen",,,https://www.openstreetmap.org/?mlat=51.4581&mlon=11.3217#map=15/51.4581/11.3217,51.45806121826172,11.321669578552246,,Senecio jacobaea,Senecio,E.Willing,B 10 0586532,https://herbarium.bgbm.org/object/B100586532
JACQID1083580,,JACQ,POLYGONACEAE,Rumex crispus L.,MTB: 3347/2,"Willing,R. & Willing,E.",18517 D,2002-06-22,,Germany,"Brandenburg, NW Börnicke",,,https://www.openstreetmap.org/?mlat=52.6694&mlon=13.6297#map=15/52.6694/13.6297,52.66944122314453,13.629719734191896,,Rumex crispus,Rumex,E.Willing,JACQ-ID 1083580,https://herbarium.bgbm.org/object/JACQID1083580
B101251889,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101251889/manifest.json,JACQ,ERICACEAE,Calluna vulgaris (L.) Hull,"Herbarium Magdalena Bauer; PRN2024-006; Herbarbeleg aus der Lehrveranstaltung Exkursionen zur Vegetationsökologie TU Berlin, Institut für Ökologie, Dr. Birgit Seitz","Bauer,Magdalena",s.n.,2014-05-21,,Germany,"Dallgow-Döbritz, LSG Döberitzer Heide, im Nordwesten des LSG",,,,,,,Calluna vulgaris,Calluna,M. Bauer,B 10 1251889,https://herbarium.bgbm.org/object/B101251889
JACQID1081468,,JACQ,POLYGONACEAE,Polygonum bistorta L.,MTB: 8326/3,"Willing,R. & Willing,E.",8532 D,1999-08-04,,Germany,"Bayern, SW Ebratshofen",,,https://www.openstreetmap.org/?mlat=47.6158&mlon=10.0303#map=15/47.6158/10.0303,47.61582946777344,10.030280113220217,,Polygonum bistorta,Polygonum,E.Willing,JACQ-ID 1081468,https://herbarium.bgbm.org/object/JACQID1081468
B101273818,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101273818/manifest.json,JACQ,BETULACEAE,Alnus glutinosa (L.) Gaertn.,PRN2024-003,"Willing,E. & Willing,R.",38417 D,2023-07-07,,Germany,"HZ, W Günthersberge",,,https://www.openstreetmap.org/?mlat=51.6442&mlon=10.9747#map=15/51.6442/10.9747,51.644168853759766,10.974720001220703,,Alnus glutinosa,Alnus,E. Willing,B 10 1273818,https://herbarium.bgbm.org/object/B101273818
B100705248,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100705248/manifest.json,BGBM,LILIACEAE,Maianthemum bifolium (L.) F.W.Schmidt,"GBOL5337, Silikaprobe genommen, beprobtes Exemplar mit * markiert","Hand,R.",7591,2016-06-15,,Germany,"Germany: Niedersachsen. Wanna, Waldweg E Parkplatz NNW Torfwerk. Mischwald. Alt.: 2m. 15.06.2016, Leg.: R. Hand 7591.",,,https://www.openstreetmap.org/?mlat=53.7081&mlon=8.80194#map=15/53.7081/8.80194,53.70806121826172,8.801939964294434,"Germany: Niedersachsen. Wanna, Waldweg E Parkplatz NNW Torfwerk. Mischwald.",Maianthemum bifolium,Maianthemum,R. Hand,B 10 0705248,https://herbarium.bgbm.org/object/B100705248
B100582177,,JACQ,POACEAE,Brachypodium sylvaticum (Huds.) P. Beauv.,,"Willing,E.",8852 b D,1999-08-06,,Germany,Oberallgäu,,,https://www.openstreetmap.org/?mlat=47.58&mlon=10.3114#map=15/47.58/10.3114,47.58000183105469,10.311389923095703,,Brachypodium sylvaticum,Brachypodium,A. Seregin 2013-11-05: Brachypodium sylvaticum,B 10 0582177,https://herbarium.bgbm.org/object/B100582177
B100671720,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100671720/manifest.json,HERB,Chenopodiaceae,Chenopodium urbicum,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",Heiland,,1880-08-01,1880-08-31,Germany,"Germany: Brandenburg. Lychen: In Mahlendorf und Mechow an Mauern. 1880-08-01 - 1880-08-31, Leg.: Heiland.",,,https://www.openstreetmap.org/?mlat=53.2143&mlon=13.4069#map=15/53.2143/13.4069,53.214298248291016,13.406900405883787,,Chenopodium urbicum,Chenopodium,,B 10 0671720,http://herbarium.bgbm.org/object/B100671720
JACQID1079253,,JACQ,APIACEAE,Pimpinella major (L.) Huds.,MTB: 4039/3/4/2,"Willing,R. & Willing,E.",24823 D,2008-07-21,,Germany,"Sachsen-Anhalt, N Rosslau",,,https://www.openstreetmap.org/?mlat=51.9167&mlon=12.2372#map=15/51.9167/12.2372,51.91667175292969,12.23721981048584,,Pimpinella major,Pimpinella,E.Willing,JACQ-ID 1079253,https://herbarium.bgbm.org/object/JACQID1079253
B300319555,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B300319555/manifest.json,HERB,Orthotrichaceae,Orthotrichum cupulatum,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",Frahm,,2009-06-11,2009-06-11,Germany,"Germany: Bayern. Main-Spessart-Kreis, Mainufer in Hafenlohr, an Kai; MTB: 6920, Höhe (m): 161. 2009-06-11, Leg.: Frahm.",,,https://www.openstreetmap.org/?mlat=49.9937&mlon=9.58029#map=15/49.9937/9.58029,49.99369812011719,9.580289840698242,,Orthotrichum cupulatum,Orthotrichum,,B 30 0319555,http://herbarium.bgbm.org/object/B300319555
B100526311,,JACQ,POACEAE,Trisetum flavescens subsp. flavescens (L.) P. Beauv.,,Anonymous collector,s.n.,1893,,Germany,"Berlin, Schönhauser Park",,,,,,,,Trisetum,P.Barberá (MA) 2017,B 10 0526311,https://herbarium.bgbm.org/object/B100526311
B101246473,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101246473/manifest.json,JACQ,CYPERACEAE,Eleocharis uniglumis (Link) Schult.,PRN2022-045; Herbarium Hans-Christian Kläge,"Kläge,H.-C.",391,2010-06-10,,Germany,"LKR Dahme-Spreewald, N Schuhlen-Wiese, MTB 3950NO1",,,,,,,Eleocharis uniglumis,Eleocharis,H.-C. Kläge,B 10 1246473,https://herbarium.bgbm.org/object/B101246473
JACQID1080749,,JACQ,POLYGONACEAE,Polygonum aviculare L.,MTB: 8325/4,"Willing,R. & Willing,E.",10459 D,1999-08-18,,Germany,"Bayern, S Wolfertshofen",,,https://www.openstreetmap.org/?mlat=47.6367&mlon=9.92056#map=15/47.6367/9.92056,47.63666915893555,9.920559883117676,,Polygonum aviculare,Polygonum,E.Willing,JACQ-ID 1080749,https://herbarium.bgbm.org/object/JACQID1080749
B101309600,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101309600/manifest.json,JACQ,POACEAE,Alopecurus pratensis L.,"PRN2024-006; Herbarbeleg aus der Lehrveranstaltung Exkursionen zur Vegetationsökologie TU Berlin, Institut für Ökologie, Dr. Birgit Seitz; Herbarium Vanessa Markus; Lebensraumtypen: Brenndolden-Auenwiesen / magere Flachland-Mähwiesen","Markus,Vanessa",s.n.,2014-06-21,,Germany,"Odertal zwischen Frankfurt und Lebus, östliches Brandenburg",,,,,,,Alopecurus pratensis,Alopecurus,V. Markus,B 10 1309600,https://herbarium.bgbm.org/object/B101309600
JACQID1070714,,JACQ,RUBIACEAE,Galium L.,MTB: 4138/3/2/2,"Willing,R. & Willing,E.",24834 D,2008-07-23,,Germany,"Sachsen-Anhalt, SO Aken",,,https://www.openstreetmap.org/?mlat=51.8492&mlon=12.0689#map=15/51.8492/12.0689,51.84917068481445,12.068889617919922,,Galium,Galium,E.Willing,JACQ-ID 1070714,https://herbarium.bgbm.org/object/JACQID1070714
B100700460,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100700460/manifest.json,HERB,Chenopodiaceae,Chenopodium hybridum,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",Willing,,2011-09-02,2011-09-02,Germany,"Germany: Sachsen-Anhalt. Anhalt-Zerbst, NW Coswig; Mischwald, 97 m. 2011-09-02, Leg.: Willing.",,,https://www.openstreetmap.org/?mlat=51.9128&mlon=12.4356#map=15/51.9128/12.4356,51.91279983520508,12.43560028076172,,Chenopodium hybridum,Chenopodium,,B 10 0700460,http://herbarium.bgbm.org/object/B100700460
BGT0021435,,BGBM,LINACEAE,Linum leonii F.W.Schultz,"GBOL, Silikaprobe genommen","Ciongwa,P.",PC 290,2017-07-28,,Germany,"Germany: Niedersachsen. Bühle LK Northeim, Mäuseberg. Kalkmagerrasen. Alt.: 250 m. 28.07.2017, Leg.: P. Ciongwa PC 290. ex herb. / ded. : herb. Peter Ciongwa.",,,https://www.openstreetmap.org/?mlat=51.6595&mlon=9.99944#map=15/51.6595/9.99944,51.65945053100586,9.99944019317627,"Germany: Niedersachsen. Bühle LK Northeim, Mäuseberg. Kalkmagerrasen.",Linum leonii,Linum,P. Ciongwa,B GT 0021435,https://herbarium.bgbm.org/object/BGT0021435
BGT0024258,,JACQ,SCROPHULARIACEAE,Veronica triphyllos L.,"ex herb. / ded. : herb. Görlitz. GBOL, Silikaprobe genommen","Ritz,C.",s.n.,2018-04-13,,Germany,bei Leipgen. Acker.,,,,,,,Veronica triphyllos,Veronica,C. Ritz 2018,B GT 0024258,https://herbarium.bgbm.org/object/BGT0024258
B200170703,,JACQ,WOODSIACEAE,Matteuccia struthiopteris (L.) Tod.,P,unclear,s.n.,1879-09,,Germany,"Berlin, Charlottenburg, Schloßgarten.",,,,,,,Matteuccia struthiopteris,Matteuccia,,B 20 0170703,https://herbarium.bgbm.org/object/B200170703
B100553252,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100553252/manifest.json,BGBM,CAMPANULACEAE,Phyteuma hemisphaericum L.,"GBOL1297, GBOL, Silikaprobe genommen, mehrere Exemplare beprobt","Hand,R. & Raab-Straube,E. von",RH 6809,2014-07-23,,Germany,"Germany: Bayern. Oberstdorf, auf halbem Weg zwischen Gundkopf und Fellhorn am Grat. Nardetum. Alt.: 1899 m. 23.07.2014, Leg.: R. Hand & E. von Raab-Straube RH 6809.",,,https://www.openstreetmap.org/?mlat=47.3439&mlon=10.2111#map=15/47.3439/10.2111,47.34389114379883,10.21111011505127,"Germany: Bayern. Oberstdorf, auf halbem Weg zwischen Gundkopf und Fellhorn am Grat. Nardetum.",Phyteuma hemisphaericum,Phyteuma,R. Hand,B 10 0553252,https://herbarium.bgbm.org/object/B100553252
B100097340,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100097340/manifest.json,JACQ,ASTERACEAE,Hieracium brachiatum subsp. subpilosellinum A. Schlick. & Touton,,"Schlickum,A.",s.n.,1921-06-07,,Germany,[Nordrhein-Westfalen] Hermülheim bei Köln; Theresien-Grube,,,,,,,Hieracium brachiatum subsp. subpilosellinum,Hieracium,G. Gottschlich,B 10 0097340,https://herbarium.bgbm.org/object/B100097340
JACQID1063238,,JACQ,POACEAE,Bromus tectorum L.,MTB: 4138/1/4/4,"Willing,R. & Willing,E.",24040 D,2008-05-21,,Germany,"Sachsen-Anhalt, O Aken",,,https://www.openstreetmap.org/?mlat=51.8558&mlon=12.0711#map=15/51.8558/12.0711,51.855831146240234,12.071109771728516,,Bromus tectorum,Bromus,E.Willing,JACQ-ID 1063238,https://herbarium.bgbm.org/object/JACQID1063238
B300333187,,HERB,Thuidiaceae,Anomodon viticulosus (Hedw.) Hook. & Taylor,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",M. Weber,,1981-03-17,1981-03-17,Germany,"Germany: Nordrhein-Westfalen. Rheinland. Osteifel. Kr. Mechernich. Bachtal des Gillesbaches in Urft an der Straße nach Marmagen, ca. 400 m, mitteldev. Kalk, NW-exponierter Hang. 1981-03-17, Leg.: M. Weber.",,,https://www.openstreetmap.org/?mlat=50.5057&mlon=6.57523#map=15/50.5057/6.57523,50.50574493408203,6.575231552124023,,Anomodon viticulosus (Hedw.) Hook. & Taylor,Anomodon,R. Düll,B 30 0333187,http://herbarium.bgbm.org/object/B300333187
B100586464,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100586464/manifest.json,JACQ,CAMPANULACEAE,Campanula trachelium L.,MTB: 4138/4/4/3,"Willing,R. & Willing,E.",29065 D,2014-07-14,,Germany,"Sachsen-Anhalt, W Mosigkau, NSG Rössling",,,https://www.openstreetmap.org/?mlat=51.8106&mlon=12.1306#map=15/51.8106/12.1306,51.8105583190918,12.130559921264648,,Campanula trachelium,Campanula,E.Willing,B 10 0586464,https://herbarium.bgbm.org/object/B100586464
JACQID1064168,,JACQ,BRASSICACEAE,Cardamine impatiens L.,MTB: 4138/4/1/2,"Willing,R. & Willing,E.",23968 D,2008-05-20,,Germany,"Sachsen-Anhalt, O Aken",,,https://www.openstreetmap.org/?mlat=51.8419&mlon=12.1142#map=15/51.8419/12.1142,51.841941833496094,12.11417007446289,,Cardamine impatiens,Cardamine,E.Willing,JACQ-ID 1064168,https://herbarium.bgbm.org/object/JACQID1064168
B200175876,https://image.bgbm.org/images/internal/HerbarThumbs/B200175876_1700,VVis,,Lycopodium inundatum L. f. an. distachyum Milde,Mus. Bot. Berol. IMAGE 2025 M001246 MUSEUM BOTANICUM BEROLINENSE Außerrheinisches Herbar des Naturhistorischen Vereins für die Rheinlande und Westfalen Mus. bot. Berol. BM BG Botanischer Garten & Botanisches Museum Berlin,"Schim.,Ferd.",,,,Germany,"Schleswig-Holstein, Segeberg, Am Ihlsee bei Segeberg.",,,,,,,Lycopodium inundatum f. an. distachyum Milde,Lycopodium,,B 20 0175876,https://herbarium.bgbm.org/object/B200175876
BGT0012514,,BGBM,COMPOSITAE,Crepis mollis (Jacq.) Asch.,,"Duwe,V., Niederbichler,C. & Wanke,R.",VD15011,2015-05-27,,Germany,"Germany: Bayern. NSG Ammersee Süd. Alt.: 536 m. 27.05.2015, Leg.: V. Duwe, C. Niederbichler & R. Wanke VD15011.",,,,,,Germany: Bayern. NSG Ammersee Süd.,Crepis mollis,Crepis,,B GT 0012514,https://herbarium.bgbm.org/object/BGT0012514
B100701004,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100701004/manifest.json,JACQ,CHENOPODIACEAE,Blitum petiolare Link,Naturh. Ver. Bonn; Herbar Sehlmeyer; Außerrheinisches Herbar des Naturhistorischen Vereins für die Rheinlande und Westfalen,Anonymous collector,s.n.,1821,,Germany,e horto Bonnensi  [Cultivated in Hortus botanicus Bonn],,,,,,,Blitum petiolare,Blitum,P. Uotila 2020,B 10 0701004,https://herbarium.bgbm.org/object/B100701004
JACQID1087091,,JACQ,FABACEAE,Trifolium arvense L.,MTB: 4044/2,"Willing,R. & Willing,E.",2989 D,1995-10-11,,Germany,"Brandenburg, 3,9 km SO Jüterbog",,,https://www.openstreetmap.org/?mlat=51.9667&mlon=13.1167#map=15/51.9667/13.1167,51.966670989990234,13.116669654846191,,Trifolium arvense,Trifolium,E.Willing,JACQ-ID 1087091,https://herbarium.bgbm.org/object/JACQID1087091
B100000368,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100000368/manifest.json,JACQ,ASTERACEAE,Hieracium murorum var. nemorensiforme Zahn,,"Schack,H.",s.n.,1927-07-04,,Germany,"Bayern: Bamberg. Waldtal hinter dem Kreuzberg bei Hallstadt, oberhalb des Forsthauses Johanneshof. Keuper. 300 m",,,,,,,Hieracium murorum var. nemorensiforme,Hieracium,K. H. Zahn,B 10 0000368,https://herbarium.bgbm.org/object/B100000368
B101161618,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101161618/manifest.json,JACQ,MALVACEAE,Malva sylvestris L.,PRN2021-010; Herbarium Wolfgang Hegemeister,"Hegemeister,W.",s.n.,1954-08-16,,Germany,"Hamburg-Bramfeld, Schuttplatz",,,,,,,Malva sylvestris,Malva,W. Hegemeister,B 10 1161618,https://herbarium.bgbm.org/object/B101161618
B180017415,,BGBM,PLANTAGINACEAE,Plantago major L.,,"Hoffmann & Royl,E.",s.n.,,,Germany,Germany: Hessen. Alt.: 300 m. Leg.: Hoffmann & E. Royl s.n.,,,,,,Germany: Hessen.,Plantago major,Plantago,,B 18 0017415,https://herbarium.bgbm.org/object/B180017415
JACQID1062446,,JACQ,POACEAE,Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl,MTB: 3444/3,"Willing,R. & Willing,E.",6059 D,1999-05-31,,Germany,"Brandenburg, W Dallgow",,,https://www.openstreetmap.org/?mlat=52.5333&mlon=13.0244#map=15/52.5333/13.0244,52.533329010009766,13.024439811706545,,Arrhenatherum elatius,Arrhenatherum,E.Willing,JACQ-ID 1062446,https://herbarium.bgbm.org/object/JACQID1062446
B101318997,https://image.bgbm.org/images/internal/HerbarThumbs/B101318997_1700,VVis,,Callitriche hamulata Kütz,"! C. hamulata Kütz, ex WDJ Koch <<<det. confirm.>>> Flora von Deutschland Herbarium W. Hempel Spec. Callitriche hamulata Kütz Fam. Callitrichaceae Ordn. Geraniales Verbreitung subatl Biologie Leg. H. Ökologie kalkarme, kühle Gewässer Soziologie Potamion Mus. Bot. Berol. Mus. bot. Berol. IMAGE 2025",Hempel,6019,1963-08-08,,Germany,", , Linz bei Ortrand Datum 8.8.1963 Standort Linzer Wasser zwischen Linz und Kraußnitz, klares, kaltes Wasser",,,,,,,Callitriche hamulata,Callitriche,"M. Ristol, Schotsman, Pars",B 10 1318997,https://herbarium.bgbm.org/object/B101318997
B300400028,,HERB,Cephaloziellaceae,Cephaloziella divaricata (Sm.) Schiffn.,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",G. Schwab,95,1964-05-05,1964-05-05,Germany,"Germany: Rheinland-Pfalz. Kreis: Alzey, an einem buschigem Trockenrasen bei Freihonhersheim [Freimersheim] m. Flechten an expon. Stellen. 1964-05-05, Leg.: G. Schwab 95.",,,https://www.openstreetmap.org/?mlat=49.7089&mlon=8.09126#map=15/49.7089/8.09126,49.70894241333008,8.09125804901123,,Cephaloziella divaricata (Sm.) Schiffn.,Cephaloziella,Schw. [Schwab],B 30 0400028,http://herbarium.bgbm.org/object/B300400028
B101303351,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101303351/manifest.json,JACQ,CARYOPHYLLACEAE,Moehringia trinervia (L.) Clairv.,PRN2024-003,"Willing,E. & Willing,R.",38296 D,2023-07-06,,Germany,"HZ, WW Schielo",,,https://www.openstreetmap.org/?mlat=51.6269&mlon=11.1939#map=15/51.6269/11.1939,51.6269416809082,11.193889617919922,,Moehringia trinervia,Moehringia,E. Willing,B 10 1303351,https://herbarium.bgbm.org/object/B101303351
B101171644,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101171644/manifest.json,JACQ,CAMPANULACEAE,Campanula rapunculoides L.,PRN2021-013; MTB: 4130/4/4/3; GK rechts/hoch: 4417409/5742142,"Willing,E. & Willing,R.",31953 D,2020-09-30,,Germany,S Wernigerode,,,https://www.openstreetmap.org/?mlat=51.8072&mlon=10.8008#map=15/51.8072/10.8008,51.807220458984375,10.800829887390137,,Campanula rapunculoides,Campanula,E.Willing,B 10 1171644,https://herbarium.bgbm.org/object/B101171644
JACQID1087050,,JACQ,FABACEAE,Trifolium arvense L.,MTB: 3741/2,"Willing,R. & Willing,E.",19642 D,2002-07-27,,Germany,"Brandenburg, In Golzow",,,https://www.openstreetmap.org/?mlat=52.2831&mlon=12.6028#map=15/52.2831/12.6028,52.283058166503906,12.60278034210205,,Trifolium arvense,Trifolium,E.Willing,JACQ-ID 1087050,https://herbarium.bgbm.org/object/JACQID1087050
JACQID1064127,,JACQ,BRASSICACEAE,Cardaminopsis arenosa (L.) Hayek,MTB: 4039/3/1/3,"Willing,R. & Willing,E.",24793 D,2008-07-19,,Germany,"Sachsen-Anhalt, NW Tornau",,,https://www.openstreetmap.org/?mlat=51.925&mlon=12.1672#map=15/51.925/12.1672,51.92499923706055,12.16722011566162,,Cardaminopsis arenosa,Cardaminopsis,E.Willing,JACQ-ID 1064127,https://herbarium.bgbm.org/object/JACQID1064127
B100005748,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100005748/manifest.json,JACQ,ASTERACEAE,Hieracium latisquamiforme Touton,,"Touton,K.",s.n.,1915-07-17,,Germany,Oberstdorf - Pavillon - Schrattenwang - Söllereck --> Schlappolt,,,,,,,Hieracium latisquamiforme,Hieracium,G. Gottschlich,B 10 0005748,https://herbarium.bgbm.org/object/B100005748
B100757740,https://image.bgbm.org/images/internal/HerbarThumbs/B100757740_1700,VVis,,Campanula rapunculus,Mus. Bot. Berol. IMAGE 2026 BOTANISCHES MUSEUM BERLIN Herbarium des Instituts für Ökologie (TU Berlin) leg. Sukopp BG BM Berlin Botanischer Garten & Botanisches Museum identificationHistory: Trachelium; rapunculus,"Sukopp,H.",,1951-06-13,,Germany,"Thuringia, Kyffhäuserkreis, Straußberg, Langer Damm",,,,,,Rapunzel-Glockenblume,Campanula rapunculus,Campanula,,B 10 0757740,https://herbarium.bgbm.org/object/B100757740
B101011409,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101011409/manifest.json,HERB,Potamogetonaceae,Potamogeton pectinatus,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",Johann Kaulfuß,,1887-08-10,1887-08-10,Germany,"Germany: Bayern. München, in der Isar. 1887-08-10, Leg.: Johann Kaulfuß.",,,https://www.openstreetmap.org/?mlat=48.139&mlon=11.594#map=15/48.139/11.594,48.13895797729492,11.594032287597656,,Potamogeton pectinatus,Potamogeton,,B 10 1011409,http://herbarium.bgbm.org/object/B101011409
