HerbariumID,Bild,DB,Family,FullNameCache,Anmerkungen,Sammlerteam,Sammelnummer,CollectionDateBegin,CollectionDateEnd,Country,Locality,TitelEtikett,Expeditionsangabe,ShowOnMap,Latitude,Longitude,FundortUNdOeko,NameCache,Genus,Identifier,Barcode,StableURI
B700009101,,JACQ,MORCHELLACEAE,Verpa conica (O. F. Müll.) Sw.,MTB 1740,"Schmidt,I.",s.n.,1985-05-21,,Germany,"Landkreis Nordvorpommern, Ribnitz-Damgarten",,,https://www.openstreetmap.org/?mlat=54.25&mlon=12.4667#map=15/54.25/12.4667,54.25,12.466670036315918,,Verpa conica,Verpa,D. Benkert,B 70 0009101,https://herbarium.bgbm.org/object/B700009101
B100300994,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100300994/manifest.json,BGBM,CYPERACEAE,Carex acutiformis Ehrh.,"GBOL, Blattmaterial entnommen; Georeferenzierung nachträglich","Darmer,G.",s. n.,1986-07-11,,Germany,"Germany: Hessen, Berkatal b. Albungen, unterh. Bilstein. im Bereich eines verlandeten Fischteichs. Alt.: 180m. 11.07.1986, Leg.: G. Darmer s. n. ex herb. / ded. : ex Herbarium BSB 12923.",,,https://www.openstreetmap.org/?mlat=51.2253&mlon=9.96361#map=15/51.2253/9.96361,51.22528076171875,9.96360969543457,"Germany: Hessen, Berkatal b. Albungen, unterh. Bilstein. im Bereich eines verlandeten Fischteichs.",Carex acutiformis,Carex,R. Hand,B 10 0300994,https://herbarium.bgbm.org/object/B100300994
B101306775,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101306775/manifest.json,JACQ,CHENOPODIACEAE,Chenopodium album L.,"Herbarium Antonia Marx; PRN2024-006; Herbarbeleg aus der Lehrveranstaltung Exkursionen zur Vegetationsökologie TU Berlin, Institut für Ökologie, Dr. Birgit Seitz","Marx,Antonia",s.n.,2022-08-09,,Germany,"NSG 250 Insel Koos, Kooser See und Wampener Riff, nordöstlich von Greifswald",,,,,,,Chenopodium album,Chenopodium,A. Marx,B 10 1306775,https://herbarium.bgbm.org/object/B101306775
B200224924,https://image.bgbm.org/images/internal/HerbarThumbs/B200224924_1700,VVis,,Blechnum boreale Swartz.,MUSEUM BOTANICUM BEROLINENSE Mus. Bot. Berol. Außerrheinisches Herbar des Naturhistorischen Vereins für die Rheinlande und Westfalen IMAGE 2025,Fauchert.,,,,Germany,", , Riesengrund in Riesengebirge!",,,,,,,Blechnum boreale,Blechnum,,B 20 0224924,https://herbarium.bgbm.org/object/B200224924
JACQID1061399,,JACQ,AMARANTHACEAE,Amaranthus retroflexus L.,MTB: 3641/2,"Willing,R. & Willing,E.",11245 D,1999-09-08,,Germany,"Brandenburg, S Schmerzke",,,https://www.openstreetmap.org/?mlat=52.38&mlon=12.5933#map=15/52.38/12.5933,52.380001068115234,12.59333038330078,,Amaranthus retroflexus,Amaranthus,E.Willing,JACQ-ID 1061399,https://herbarium.bgbm.org/object/JACQID1061399
JACQID1062404,,JACQ,ASTERACEAE,Artemisia campestris L.,MTB: 4138/1/1/2,"Willing,R. & Willing,E.",22753 D,2007-08-18,,Germany,"Sachsen-Anhalt, W Steckby",,,https://www.openstreetmap.org/?mlat=51.8958&mlon=12.0208#map=15/51.8958/12.0208,51.89582824707031,12.020830154418944,,Artemisia campestris,Artemisia,E.Willing,JACQ-ID 1062404,https://herbarium.bgbm.org/object/JACQID1062404
B700008276,,JACQ,PYRONEMATACEAE,Scutellinia nigrohirtula (Svrček) Le Gal,MTB 3643,"Benkert,D.",s.n.,1986-11-02,,Germany,"Landkreis Potsdam-Mittelmark, bei Glindow, Glindower Tongruben",,,https://www.openstreetmap.org/?mlat=52.3667&mlon=12.9#map=15/52.3667/12.9,52.366668701171875,12.899999618530272,,Scutellinia nigrohirtula,Scutellinia,T. Schumacher,B 70 0008276,https://herbarium.bgbm.org/object/B700008276
B101138460,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101138460/manifest.json,JACQ,ASTERACEAE,"Senecio ovatus (G. Gaertn., B. Mey. & Scherb.) Willd.",,"Oberprieler,B. & Oberprieler,C.",955-1,1988-07-19,,Germany,"Bayern, Landkreis Main-Spessart, Rhön, Forst Aura NNE von Markt Burgsinn, durch den Forst führende ""Hochstraße"" östlich der Säufzigspitze, Lichtung ca. 3 km nördlich der Abzweigung von der Strasse Burgsinn-Gräfendorf, Alt.: 400m.",,,https://www.openstreetmap.org/?mlat=50.1739&mlon=9.70694#map=15/50.1739/9.70694,50.17388916015625,9.706939697265623,,Senecio ovatus,Senecio,Ch. Oberprieler,B 10 1138460,https://herbarium.bgbm.org/object/B101138460
B101213015,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101213015/manifest.json,HERB,BETULACEAE,Betula verrucosa,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",Roman Schulz,,1893-01-01,1893-12-31,Germany,"Germany: Brandenburg. Spandau-Nauen: Auf der Grossen Faulen Lake (jetzt Waldheim) bei Finkenkrug. 1893, Leg.: Roman Schulz.",,,https://www.openstreetmap.org/?mlat=52.5784&mlon=13.05#map=15/52.5784/13.05,52.578407287597656,13.049983024597168,,Betula verrucosa,Betula,,B 10 1213015,http://herbarium.bgbm.org/object/B101213015
B101022335,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101022335/manifest.json,JACQ,ZANNICHELLIACEAE,Zannichellia palustris L.,"[Date: date of gathering, or date of receipt?]",Bauer,s.n.,1849,,Germany,Darmstadt,,,,,,,Zannichellia palustris,Zannichellia,Anonymous,B 10 1022335,https://herbarium.bgbm.org/object/B101022335
JACQID1074848,,JACQ,ASTERACEAE,Leontodon autumnalis L.,MTB: 7043/1,"Willing,R. & Willing,E.",1814 D,1995-08-03,,Germany,"Bayern, 0,5 km NW Rettenbach",,,https://www.openstreetmap.org/?mlat=48.975&mlon=12.85#map=15/48.975/12.85,48.974998474121094,12.850000381469728,,Leontodon autumnalis,Leontodon,E.Willing,JACQ-ID 1074848,https://herbarium.bgbm.org/object/JACQID1074848
B100157533,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100157533/manifest.json,BGBM,CRUCIFERAE,Thlaspi saxatile L.,,Herb. Treviranus L. C.,,,,Germany,Germany: Leg.: Herb. Treviranus L. C. s.n.,,,,,,Germany.,Thlaspi saxatile,Thlaspi,,B 10 0157533,https://herbarium.bgbm.org/object/B100157533
B101039440,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101039440/manifest.json,HERB,Caryophyllaceae,Dianthus arenarius,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",,,,,Germany,Germany: Brandenburg. Frankfurth a/Oder.,,,https://www.openstreetmap.org/?mlat=52.356&mlon=14.548#map=15/52.356/14.548,52.35599899291992,14.54800033569336,,Dianthus arenarius,Dianthus,,B 10 1039440,http://herbarium.bgbm.org/object/B101039440
JACQID1072520,,JACQ,RUBIACEAE,Galium aparine L.,MTB: 4138/1/2/4,"Willing,R. & Willing,E.",24225 D,2008-05-25,,Germany,"Sachsen-Anhalt, N Steutz",,,https://www.openstreetmap.org/?mlat=51.88&mlon=12.0808#map=15/51.88/12.0808,51.880001068115234,12.080829620361328,,Galium aparine,Galium,E.Willing,JACQ-ID 1072520,https://herbarium.bgbm.org/object/JACQID1072520
B101306483,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101306483/manifest.json,JACQ,FAGACEAE,Quercus petraea (Matt.) Liebl.,"Herbarium Sophie Abraham; PRN2024-006; Herbarbeleg aus der Lehrveranstaltung Exkursionen zur Vegetationsökologie TU Berlin, Institut für Ökologie, Dr. Birgit Seitz","Abraham,Sophie",s.n.,2020-08-15,,Germany,Naturpark Dahme-Spree,,,,,,,Quercus petraea,Quercus,S. Abraham,B 10 1306483,https://herbarium.bgbm.org/object/B101306483
BGT0001048,,BGBM,COMPOSITAE,Centaurea scabiosa L.,,"Ristow,M.",664/07,2007-08-29,,Germany,"Germany: Brandenburg. Oderhänge E Libbenichen, Grenzberg. Mergeliger Trockenrasen . Alt.: 30m. 29.08.2007, Leg.: M. Ristow 664/07.",,,https://www.openstreetmap.org/?mlat=52.4778&mlon=14.4575#map=15/52.4778/14.4575,52.477779388427734,14.457500457763672,"Germany: Brandenburg. Oderhänge E Libbenichen, Grenzberg. Mergeliger Trockenrasen .",Centaurea scabiosa,Centaurea,M. Ristow,B GT 0001048,https://herbarium.bgbm.org/object/BGT0001048
JACQID1087744,,JACQ,FABACEAE,Trifolium repens L.,MTB: 3743/4,"Willing,R. & Willing,E.",646 D,1994-07-10,,Germany,"Brandenburg, 0,5 km W Elsholz",,,https://www.openstreetmap.org/?mlat=52.2&mlon=12.95#map=15/52.2/12.95,52.20000076293945,12.949999809265137,,Trifolium repens,Trifolium,E.Willing,JACQ-ID 1087744,https://herbarium.bgbm.org/object/JACQID1087744
JACQID1081678,,JACQ,POLYGONACEAE,Polygonum L.,MTB: 3244/2,"Willing,R. & Willing,E.",1685 D,1994-10-02,,Germany,"Brandenburg, 5,6 km NO Kremme, Döringsbruck",,,https://www.openstreetmap.org/?mlat=52.7833&mlon=13.1#map=15/52.7833/13.1,52.783329010009766,13.100000381469728,,Polygonum,Polygonum,E.Willing,JACQ-ID 1081678,https://herbarium.bgbm.org/object/JACQID1081678
B100591952,,JACQ,POACEAE,Hordeum vulgare L.,,"Bornmüller,J.",s.n.,1894,,Germany,"Garmisch, cult.",,,,,,,Hordeum vulgare,Hordeum,M.W. van Slageren (K) 2016,B 10 0591952,https://herbarium.bgbm.org/object/B100591952
B200130759,https://image.bgbm.org/images/internal/HerbarThumbs/B200130759_1700,VVis,,Selaginella sulcata (Desv.) Spring ex Mett.,"Mus. Bot. Berol. D50 Illuminant, 2 degree observer Density 0.05 0.09 0.16 0.22 0.36 0.52 1.96 2.38 All values are batch averages M001246 Liegt unter Mus. bot. Berol. <<<>>> BG",Don Williams,,1975-06-04,,Germany,"Berlin, , Botanischer Garten & Botanisches Museum Berlin",,,,,,Mittelblätter mit 2 Ohren.,Selaginella sulcata,Selaginella,,B 20 0130759,https://herbarium.bgbm.org/object/B200130759
B100089692,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100089692/manifest.json,BGBM,JUNCAGINACEAE,Triglochin maritima L.,,"Fröhner,S.",686,1957-07-16,,Germany,"Germany: Kleinwangen. Meerstrand-Dreizack. Salzsumpf an der Unstrut. 16. Juli 1957, Leg.: S. Fröhner 686.",,,,,,Germany: Kleinwangen. Meerstrand-Dreizack. Salzsumpf an der Unstrut.,Triglochin maritima,Triglochin,,B 10 0089692,https://herbarium.bgbm.org/object/B100089692
JACQID1088877,,JACQ,VIOLACEAE,Viola stagnina Kit. ex Schult.,MTB: 4138/4/2/3,"Willing,R. & Willing,E.",25470 D,2009-05-25,,Germany,"Sachsen-Anhalt, NW Mosigkau",,,https://www.openstreetmap.org/?mlat=51.8267&mlon=12.1419#map=15/51.8267/12.1419,51.8266716003418,12.141940116882324,,Viola stagnina,Viola,E.Willing,JACQ-ID 1088877,https://herbarium.bgbm.org/object/JACQID1088877
JACQID1083132,,JACQ,APIACEAE,Sanicula europaea L.,MTB: 8331/4,"Willing,R. & Willing,E.",14838 D,2001-08-01,,Germany,"Bayern, SW Unternogg",,,https://www.openstreetmap.org/?mlat=47.6475&mlon=10.9692#map=15/47.6475/10.9692,47.647499084472656,10.96916961669922,,Sanicula europaea,Sanicula,E.Willing,JACQ-ID 1083132,https://herbarium.bgbm.org/object/JACQID1083132
B100672662,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100672662/manifest.json,HERB,Chenopodiaceae,Halimione pedunculata,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",F. Müller,,1845-09-01,1845-09-30,Germany,"Germany: Thüringen. Artern am Soolgraben. 1845-09-01 - 1845-09-30, Leg.: F. Müller.",,,https://www.openstreetmap.org/?mlat=51.3689&mlon=11.2879#map=15/51.3689/11.2879,51.368900299072266,11.2878999710083,,Halimione pedunculata,Halimione,,B 10 0672662,http://herbarium.bgbm.org/object/B100672662
JACQID1084337,,JACQ,ASTERACEAE,Senecio vulgaris L.,MTB: 3644/4,"Willing,R. & Willing,E.",5334 D,1999-05-01,,Germany,"Brandenburg, NO Philippsthal",,,https://www.openstreetmap.org/?mlat=52.3417&mlon=13.1561#map=15/52.3417/13.1561,52.341670989990234,13.156109809875488,,Senecio vulgaris,Senecio,E.Willing,JACQ-ID 1084337,https://herbarium.bgbm.org/object/JACQID1084337
B100359886,,JACQ,ASTERACEAE,Anacyclus pyrethrum (L.) Lag.,,Hartmann,s.n.,1863-07,,Germany,Um Magdeburg kultiviert,,,,,,,Anacyclus pyrethrum,Anacyclus,Ignotus,B 10 0359886,https://herbarium.bgbm.org/object/B100359886
JACQID1069981,,JACQ,EUPHORBIACEAE,Euphorbia helioscopia L.,MTB: 3443/3,"Willing,R. & Willing,E.",11771 D,2000-08-18,,Germany,"Brandenburg, S Etzin",,,https://www.openstreetmap.org/?mlat=52.5094&mlon=12.8506#map=15/52.5094/12.8506,52.50944137573242,12.850560188293455,,Euphorbia helioscopia,Euphorbia,E.Willing,JACQ-ID 1069981,https://herbarium.bgbm.org/object/JACQID1069981
B100341812,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100341812/manifest.json,BGBM,CARYOPHYLLACEAE,Spergula arvensis L. subsp. arvensis,,"Raus,T., Dürbye,T., Ketelhut,H. & Maak,T.",DÜR 4291,2008-07-30,,Germany,"Germany: Brandenburg. Landkreis Barnim, W Joachimsthal, zwischen Senftenhütte und Brodowin. Waldsaum. Alt.: 30m. 30.07.2008, Leg.: T. Raus, T. Dürbye, H. Ketelhut & T. Maak DÜR 4291.",,,https://www.openstreetmap.org/?mlat=52.9247&mlon=13.8844#map=15/52.9247/13.8844,52.92472076416016,13.884440422058104,"Germany: Brandenburg. Landkreis Barnim, W Joachimsthal, zwischen Senftenhütte und Brodowin. Waldsaum.",Spergula arvensis subsp. arvensis,Spergula,T. Raus,B 10 0341812,https://herbarium.bgbm.org/object/B100341812
B180013098,,BGBM,PINACEAE,Pinus nigra var. pallasiana (Lamb.) Holmboe,Geo II/34,"Cubr,M.",29089,1992-03-04,,Germany,"Germany: Kultiviert im Botanischen Garten Berlin-Dahlem. 4.03.1992, Leg.: M. Cubr 29089.",,,,,,Germany: Kultiviert im Botanischen Garten Berlin-Dahlem.,Pinus nigra var. pallasiana,Pinus,A. Farjon,B 18 0013098,https://herbarium.bgbm.org/object/B180013098
B101295611,https://image.bgbm.org/images/internal/HerbarThumbs/B101295611_1700,VVis,,Campanula persicifolia L.,"HERBAR J. BORNMOLLE aco, 1938 Flora Thuringiaca Herbarium J. Bornmüller. Mus. Bot. Berol. IMAGE 2025 Mus. bot. Berol.",J. Bornmüller,,1919-07-26,,Germany,"Thuringiaca, , Herrmann Ettersburg, Hottelstedt Erfie",,,,,,caul pro max-parte simplicib.,Campanula persicifolia,Campanula,,B 10 1295611,https://herbarium.bgbm.org/object/B101295611
B101312589,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101312589/manifest.json,JACQ,CYPERACEAE,Carex hirta L.,Außerrheinisches Herbar des Naturhistorischen Vereins für die Rheinlande und Westfalen,unknown,s.n.,,,Germany,"In sylvaticis udis prope Schoenebeck  [probably: Bremen: Vegesack: Schönebeck; ca. 53°10'55.6""N 8°39'02.2""E]) or  [Schönebeck (Elbe); ca. 52°01'10.9""N 11°45'42.6""E]",,,,,,,Carex hirta,Carex,W. Schultze,B 10 1312589,https://herbarium.bgbm.org/object/B101312589
JACQID1073406,,JACQ,ASTERACEAE,Helichrysum arenarium (L.) Moench,MTB: 3442/3,"Willing,R. & Willing,E.",20610 D,2002-08-17,,Germany,"Brandenburg, SW Riewend",,,https://www.openstreetmap.org/?mlat=52.5311&mlon=12.705#map=15/52.5311/12.705,52.53110885620117,12.704999923706056,,Helichrysum arenarium,Helichrysum,E.Willing,JACQ-ID 1073406,https://herbarium.bgbm.org/object/JACQID1073406
B180019191,,BGBM,ROSACEAE,Geum urbanum L.,,"Zimmer,B.",,2007-07-15,,Germany,"Germany: Brandenburg, Ostprignitz-Ruppin (Kreis). Mark, Wutzsee bei Lindow, Rundweg ca.5 m oberhalb des Sees. feuchtes Waldgebiet, häufig am schattigen Wegrand. 15.07.2007, Leg.: B. Zimmer s.n.",,,https://www.openstreetmap.org/?mlat=52.9667&mlon=13#map=15/52.9667/13,52.966670989990234,13.0,"Germany: Brandenburg, Ostprignitz-Ruppin (Kreis). Mark, Wutzsee bei Lindow, Rundweg ca.5 m oberhalb des Sees. feuchtes Waldgebiet, häufig am schattigen Wegrand.",Geum urbanum,Geum,,B 18 0019191,https://herbarium.bgbm.org/object/B180019191
B101200761,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101200761/manifest.json,HERB,BETULACEAE,Alnus glutinosa,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",,,1931-06-01,1931-06-30,Germany,Germany: Hessen. Weg hinter dem Woog. 1931-06-01 - 1931-06-30.,,,https://www.openstreetmap.org/?mlat=49.8741&mlon=8.67122#map=15/49.8741/8.67122,49.874061584472656,8.67121696472168,,Alnus glutinosa,Alnus,,B 10 1200761,http://herbarium.bgbm.org/object/B101200761
JACQID1061321,,JACQ,PRIMULACEAE,Anagallis arvensis L.,MTB: 3542/3,"Willing,R. & Willing,E.",19272 D,2002-07-13,,Germany,"Brandenburg, W Jeserig",,,https://www.openstreetmap.org/?mlat=52.4083&mlon=12.6783#map=15/52.4083/12.6783,52.408329010009766,12.678330421447754,,Anagallis arvensis,Anagallis,E.Willing,JACQ-ID 1061321,https://herbarium.bgbm.org/object/JACQID1061321
B100553904,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100553904/manifest.json,BGBM,GRAMINEAE,Poa nemoralis L.,"GBOL1032, Silikaprobe genommen, nur 1 Exemplar beprobt","Weicherding,F.-J.",FJW-2013-0051,2013-08-18,,Germany,"Germany: Saarland. St. Ingbert, Saarpfalz-Kreis, Hecke in einem Garten auf Sandboden in der Dammstraße, TK/Minutenfeld 6708/223. Alt.: 228 m. 18.08.2013, Leg.: F. -J. Weicherding FJW-2013-0051.",,,https://www.openstreetmap.org/?mlat=49.2764&mlon=7.12083#map=15/49.2764/7.12083,49.276390075683594,7.120830059051514,"Germany: Saarland. St. Ingbert, Saarpfalz-Kreis, Hecke in einem Garten auf Sandboden in der Dammstraße, TK/Minutenfeld 6708/223.",Poa nemoralis,Poa,F.-J. Weicherding,B 10 0553904,https://herbarium.bgbm.org/object/B100553904
JACQID1086402,,JACQ,CARYOPHYLLACEAE,Stellaria nemorum L.,MTB: 8232/3,"Willing,R. & Willing,E.",13978 D,2001-07-27,,Germany,"Bayern, SW Schöffau",,,https://www.openstreetmap.org/?mlat=47.7069&mlon=11.0678#map=15/47.7069/11.0678,47.706939697265625,11.067779541015623,,Stellaria nemorum,Stellaria,E.Willing,JACQ-ID 1086402,https://herbarium.bgbm.org/object/JACQID1086402
B700004048,,JACQ,PEZIZACEAE,Peziza Fr.,MTB 5226/3,"Benkert,D.",s.n.,1983-10-07,,Germany,"Wartburgkreis, ca. 1 km südlich Oechsen, OT Lenders",,,https://www.openstreetmap.org/?mlat=50.7167&mlon=10.05#map=15/50.7167/10.05,50.716670989990234,10.050000190734863,,Peziza,Peziza,D. Benkert,B 70 0004048,https://herbarium.bgbm.org/object/B700004048
B200014607,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B200014607/manifest.json,HERB,Pteridophyta,Salvinia natans (L.) All.,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",Stütz,,1948-07-29,1948-07-29,Germany,"Germany: Brandenburg. Wernsdorfer See Krs. Beeskow-Storkow, Flachmoorreihe, Schwimmblattzone. 1948-07-29, Leg.: Stütz.",,,https://www.openstreetmap.org/?mlat=52.3834&mlon=13.7163#map=15/52.3834/13.7163,52.38336563110352,13.716323852539062,,Salvinia natans (L.) All.,Salvinia,,B 20 0014607,http://herbarium.bgbm.org/object/B200014607
B101229569,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101229569/manifest.json,JACQ,ASTERACEAE,Bidens melanocarpa Wiegand,PRN2023-005;  Apothekerherbarium Wolfgang Hoffmann,"Hoffmann,W.",s.n.,1958-08,,Germany,Spandau,,,,,,,Bidens melanocarpa,Bidens,,B 10 1229569,https://herbarium.bgbm.org/object/B101229569
B100672665,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100672665/manifest.json,HERB,Chenopodiaceae,Halimione pedunculata,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",Franz Bartsch,,,,Germany,Germany: Mecklenburg-Vorpommern. bei Warnemünde. Leg.: Franz Bartsch.,,,https://www.openstreetmap.org/?mlat=54.1733&mlon=12.0674#map=15/54.1733/12.0674,54.173301696777344,12.067399978637695,,Halimione pedunculata,Halimione,,B 10 0672665,http://herbarium.bgbm.org/object/B100672665
BGT0024811,,BGBM,BUXACEAE,Buxus sempervirens L.,"GBOL, Silikaprobe genommen; Aufsammlung von einem Individuum; indigene Population der Untermosel","Hand,R.",8945,2018-05-24,,Germany,"Germany: Rheinland-Pfalz. Treis-Karden, Nordrand von Karden, Beginn des Buchsbaumweges zum Klickerterhof. lichtes Gebüsch. Alt.: 106 m. 24.05.2018, Leg.: R. Hand 8945.",,,https://www.openstreetmap.org/?mlat=50.185&mlon=7.30167#map=15/50.185/7.30167,50.185001373291016,7.301670074462891,"Germany: Rheinland-Pfalz. Treis-Karden, Nordrand von Karden, Beginn des Buchsbaumweges zum Klickerterhof. lichtes Gebüsch.",Buxus sempervirens,Buxus,R. Hand,B GT 0024811,https://herbarium.bgbm.org/object/BGT0024811
B100553094,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100553094/manifest.json,BGBM,COMPOSITAE,Leontodon incanus (L.) Schrank,"GBOL1276, GBOL, Silikaprobe genommen, beprobtes Exemplar mit * markiert","Hand,R. & Raab,B.",RH 6477,2014-04-29,,Germany,"Germany: Bayern. Haßlach bei Tüchersfeld, Hohe Leite N des Ortes, Steinbruch am Hangfuß. Magerrasen-Initialen im Steinbruchhang. Alt.: 519 m. 29.04.2014, Leg.: R. Hand & B. Raab RH 6477.",,,https://www.openstreetmap.org/?mlat=49.8042&mlon=11.4506#map=15/49.8042/11.4506,49.804161071777344,11.450559616088867,"Germany: Bayern. Haßlach bei Tüchersfeld, Hohe Leite N des Ortes, Steinbruch am Hangfuß. Magerrasen-Initialen im Steinbruchhang.",Leontodon incanus,Leontodon,R. Hand,B 10 0553094,https://herbarium.bgbm.org/object/B100553094
JACQID1084169,,JACQ,ASTERACEAE,Senecio vernalis Waldst. & Kit.,MTB: 4138/2/4/4,"Willing,R. & Willing,E.",23845 D,2008-05-19,,Germany,"Sachsen-Anhalt, W Kleinkühnau",,,https://www.openstreetmap.org/?mlat=51.8506&mlon=12.1625#map=15/51.8506/12.1625,51.85055923461914,12.162500381469728,,Senecio vernalis,Senecio,E.Willing,JACQ-ID 1084169,https://herbarium.bgbm.org/object/JACQID1084169
JACQID1075877,,JACQ,BRASSICACEAE,Lunaria annua L.,MTB: 3645/1,"Willing,R. & Willing,E.",5280 D,1999-05-01,,Germany,"Brandenburg, SW Stahnsdorf",,,https://www.openstreetmap.org/?mlat=52.3836&mlon=13.2131#map=15/52.3836/13.2131,52.38360977172851,13.21306037902832,,Lunaria annua,Lunaria,E.Willing,JACQ-ID 1075877,https://herbarium.bgbm.org/object/JACQID1075877
B300323743,,HERB,Hypnaceae,Hypnum cupressiforme Hedw.,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",Frahm,8117,2005-01-09,2005-01-09,Germany,"Germany: Rheinland-Pfalz. Kr. Ahrweiler, Landeskrone/Ahrtal, Kiefernwaldrand, Höhe: 150 m. 2005-01-09, Leg.: Frahm 8117.",,,https://www.openstreetmap.org/?mlat=50.5501&mlon=7.17477#map=15/50.5501/7.17477,50.550079345703125,7.174769878387451,,Hypnum cupressiforme Hedw.,Hypnum,,B 30 0323743,http://herbarium.bgbm.org/object/B300323743
B101063087,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101063087/manifest.json,HERB,Pinaceae,Larix kaempferi,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",Cubr,30492,1992-10-28,1992-10-28,Germany,"Germany: Berlin. Kultiviert im Botanischen Garten Berlin-Dahlem, Revier: PG-22-013. 1992-10-28, Leg.: Cubr 30492.",,,https://www.openstreetmap.org/?mlat=52.4544&mlon=13.3056#map=15/52.4544/13.3056,52.45438003540039,13.30560302734375,,Larix kaempferi,Larix,,B 10 1063087,http://herbarium.bgbm.org/object/B101063087
B101008885,https://image.bgbm.org/images/internal/HerbarThumbs/B101008885_1700,VVis,,Callitriche vernal.,"Botanisches Museum Berlin-Dahlem ex Herbarium Ludwig, Herbar <<<f. stellata Kütz.>>> leg.ipse Mus. Bot. Berol. IMAGE 2025 [MULTIPLE BARCODES]",H. Hupke,,1956-08-17,,Germany,"Rheinland, Ldkr.Köln, Paffrath",,,,,,,Callitriche vernal.,Callitriche,,B 10 1008885,https://herbarium.bgbm.org/object/B101008885
B100005768,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B100005768/manifest.json,JACQ,ASTERACEAE,Hieracium L.,,"Touton,K.",s.n.,1915-07-19,1915-07-22,Germany,.,,,,,,,Hieracium,Hieracium,G. Gottschlich,B 10 0005768,https://herbarium.bgbm.org/object/B100005768
B300313152,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B300313152/manifest.json,HERB,!indet.,Rhytidium rugosum,"Label data transcribed during a <a href=""https://www.herbonauten.de"" target=""_blank"">Herbonauten mission</a>",Frahm,,2005-05-16,2005-05-16,Germany,"Germany: Nordrhein-Westfalen. Deutschland. Nordrhein-Westfalen, Kreis [Euskirchen, Bad] Münstereifel, Tiesberg bei Iversheim, Trockenrasen. 2005-05-16, Leg.: Frahm.",,,https://www.openstreetmap.org/?mlat=50.5848&mlon=6.75811#map=15/50.5848/6.75811,50.58480072021485,6.758110046386719,,Rhytidium rugosum,Rhytidium,,B 30 0313152,http://herbarium.bgbm.org/object/B300313152
B101304214,https://iiif.jacq.org/b/?manifest=https://herbarium.bgbm.org/object/B101304214/manifest.json,JACQ,ASTERACEAE,Pilosella piloselloides (Vill.) Soják,PRN2024-003,"Willing,E. & Willing,R.",32607 D,2022-05-16,,Germany,Wallendorf,,,https://www.openstreetmap.org/?mlat=51.3672&mlon=12.0647#map=15/51.3672/12.0647,51.36722183227539,12.064720153808594,,Pilosella piloselloides,Pilosella,E. Willing,B 10 1304214,https://herbarium.bgbm.org/object/B101304214
JACQID1063766,,JACQ,ASTERACEAE,Carlina vulgaris L.,MTB: 8232/2,"Willing,R. & Willing,E.",16202 D,2001-08-08,,Germany,"Bayern, W Oberhausen",,,https://www.openstreetmap.org/?mlat=47.7758&mlon=11.1114#map=15/47.7758/11.1114,47.77582931518555,11.111390113830566,,Carlina vulgaris,Carlina,E.Willing,JACQ-ID 1063766,https://herbarium.bgbm.org/object/JACQID1063766
